AREA,id,SL,ML,HH1,HH2,HL1,HD1,HD2,HL2,BD2,BD5,BD6,BL1,BL4,PFL1,PFL2,AFL,PH,DFL,CL1,CL2
1,a1,-0.5504,-0.0625,-0.8329,-0.5395,-0.4354,-0.1182,-0.3698,-0.4980,0.4824,0.7278,0.7945,0.4018,0.5452,0.0678,-0.4743,0.8051,0.2191,-0.1329,0.1265,0.2186
1,a2,-0.4705,0.0033,-0.8657,-0.5831,-0.4470,-0.1451,-0.4186,-0.5531,0.4499,0.7952,0.8440,0.4168,0.6840,0.0299,-0.3914,0.8053,0.2163,-0.2130,0.0835,0.1628
1,a3,-0.3385,0.1353,-0.9482,-0.5901,-0.4047,-0.1625,-0.4585,-0.6035,0.4674,0.7094,0.8755,0.4002,0.5825,0.0891,-0.3728,0.8462,0.1646,-0.1827,0.0829,0.1241
1,a4,-0.3253,0.0858,-0.9810,-0.5788,-0.4195,-0.1401,-0.4462,-0.5185,0.4939,0.6987,0.7761,0.4333,0.5472,0.0484,-0.3958,0.7241,0.2084,-0.1902,0.1492,0.1966
1,a5,-0.3332,0.0978,-0.9080,-0.5617,-0.3530,-0.1002,-0.3907,-0.4860,0.4305,0.7039,0.7480,0.3409,0.5489,0.0798,-0.4558,0.7161,0.1962,-0.1792,0.0568,0.2275
1,a6,-0.3972,0.0468,-0.9361,-0.5639,-0.4034,-0.1483,-0.4121,-0.5449,0.4781,0.7060,0.7586,0.4262,0.5315,0.0991,-0.3975,0.6703,0.2576,-0.2005,0.0997,0.2890
1,a7,-0.3697,0.0629,-0.8498,-0.5770,-0.4785,-0.0822,-0.4307,-0.4378,0.4125,0.7633,0.8299,0.3659,0.6688,0.0341,-0.4239,0.7646,0.1472,-0.1856,0.0615,0.1115
1,a8,-0.4354,0.0065,-0.9190,-0.5763,-0.4512,-0.0958,-0.4482,-0.4589,0.4374,0.8024,0.8188,0.3889,0.6952,0.1080,-0.3705,0.7202,0.2349,-0.1806,-0.0204,0.1128
1,a9,-0.4664,-0.0036,-0.8693,-0.5420,-0.4778,-0.0862,-0.4363,-0.4686,0.4501,0.7350,0.8721,0.3707,0.6618,-0.0270,-0.4181,0.8032,0.1908,-0.1312,0.0997,0.1403
1,a10,-0.4696,0.0378,-0.8163,-0.6025,-0.4408,-0.1187,-0.4177,-0.5286,0.4649,0.7424,0.8184,0.4046,0.6581,0.0678,-0.4340,0.7796,0.1419,-0.2392,0.1519,0.1904
1,a11,-0.4940,0.0235,-0.8892,-0.5250,-0.3713,-0.0621,-0.4067,-0.4594,0.4512,0.7276,0.8383,0.4109,0.6253,-0.0010,-0.4522,0.7508,0.1956,-0.1946,0.0602,0.1444
1,a12,-0.4090,0.0308,-0.8825,-0.5728,-0.3875,-0.1471,-0.3609,-0.5104,0.4358,0.7462,0.8050,0.3776,0.5803,0.0324,-0.4239,0.7298,0.2814,-0.1569,0.0233,0.1989
1,a13,-0.4729,0.0079,-0.9605,-0.6031,-0.4814,-0.1430,-0.4843,-0.5239,0.5029,0.7599,0.8194,0.4431,0.6271,0.0717,-0.4381,0.7795,0.2521,-0.1241,0.1216,0.2366
1,a14,-0.3576,0.0407,-1.0847,-0.6216,-0.3580,-0.1182,-0.4301,-0.4213,0.3986,0.7096,0.9020,0.3157,0.6710,0.0990,-0.3448,0.8086,0.1546,-0.0766,0.0445,0.0815
1,a15,-0.3679,0.0652,-0.9414,-0.6072,-0.4173,-0.1057,-0.4308,-0.4435,0.4205,0.7134,0.8954,0.3514,0.6252,0.0422,-0.4267,0.8170,0.1984,-0.1738,0.0954,0.1155
1,a16,-0.4114,0.0912,-0.9109,-0.6591,-0.3756,-0.1331,-0.4196,-0.4992,0.4421,0.7888,0.7921,0.3806,0.6764,0.0407,-0.4237,0.7138,0.2169,-0.2163,0.0986,0.2108
1,a17,-0.3885,0.0159,-0.9858,-0.5334,-0.3920,-0.1005,-0.3928,-0.4251,0.4309,0.7302,0.8521,0.3630,0.6935,0.0481,-0.4380,0.7705,0.1604,-0.1446,0.0532,0.0571
1,a18,-0.4661,0.0450,-0.9117,-0.5851,-0.3735,-0.1226,-0.4341,-0.5492,0.3809,0.7606,0.8032,0.3587,0.6106,0.0142,-0.4463,0.8074,0.2185,-0.0984,0.1589,0.2621
1,a19,-0.4217,-0.0146,-0.9890,-0.5789,-0.4307,-0.0881,-0.4238,-0.3819,0.4515,0.7144,0.8183,0.4112,0.6020,0.0587,-0.4457,0.7339,0.1864,-0.0910,0.1010,0.1458
1,a20,-0.3553,0.0292,-0.9223,-0.5067,-0.3071,-0.0845,-0.3144,-0.4198,0.4180,0.6823,0.7762,0.3227,0.5543,-0.0164,-0.3767,0.7045,0.1265,-0.2192,0.0707,0.1930
1,a21,-0.3871,0.0258,-0.8711,-0.5547,-0.4718,-0.1765,-0.3735,-0.5361,0.4625,0.7902,0.7880,0.4218,0.6526,0.0586,-0.4091,0.7581,0.2258,-0.1978,0.0287,0.1343
1,a22,-0.3588,0.0852,-0.9881,-0.6264,-0.4574,-0.1467,-0.4697,-0.4943,0.4787,0.7882,0.8712,0.4504,0.6359,-0.0660,-0.4458,0.8375,0.2748,-0.2073,0.0835,0.1883
1,a23,-0.4470,0.0446,-0.8570,-0.5662,-0.4790,-0.1316,-0.4335,-0.5451,0.4601,0.7587,0.8415,0.4043,0.6538,0.0442,-0.3895,0.7591,0.2116,-0.1752,0.0779,0.1549
1,a24,-0.4473,0.0463,-0.9716,-0.5696,-0.4863,-0.1030,-0.4851,-0.4614,0.5102,0.7511,0.8556,0.4529,0.6731,0.0640,-0.4407,0.7331,0.2039,-0.2224,0.1588,0.1050
1,a25,-0.4213,0.0672,-0.8313,-0.5593,-0.4057,-0.0971,-0.4057,-0.5188,0.4604,0.6844,0.7755,0.3894,0.5904,0.0837,-0.3904,0.6872,0.1536,-0.1971,0.1557,0.1293
1,a26,-0.3114,0.0828,-0.9559,-0.6299,-0.3438,-0.1539,-0.3736,-0.4867,0.4453,0.7275,0.7819,0.3637,0.5895,0.0758,-0.4474,0.7473,0.1834,-0.1203,0.0862,0.1243
1,a27,-0.4395,0.0660,-0.9047,-0.5466,-0.4852,-0.0627,-0.4862,-0.4490,0.4516,0.7214,0.8420,0.3902,0.6234,0.0162,-0.4344,0.7800,0.1992,-0.1333,0.0733,0.1682
1,a28,-0.4699,-0.0052,-0.9362,-0.5295,-0.4107,-0.1082,-0.3976,-0.4669,0.4357,0.7366,0.8272,0.3822,0.5892,0.0322,-0.4416,0.7309,0.2577,-0.1426,0.1038,0.1958
1,a29,-0.3553,0.0533,-0.8943,-0.5614,-0.3674,-0.1503,-0.3589,-0.5332,0.4759,0.7261,0.7872,0.3333,0.6155,0.0287,-0.4411,0.6540,0.2205,-0.1462,0.0939,0.1861
1,a30,-0.4655,-0.0266,-0.9168,-0.5554,-0.4846,-0.1132,-0.4061,-0.4217,0.4158,0.7564,0.8277,0.3662,0.6145,0.0377,-0.3976,0.7872,0.2197,-0.1297,0.1035,0.1810
1,a31,-0.4725,0.0446,-0.8785,-0.5600,-0.5026,-0.0940,-0.5018,-0.5274,0.4589,0.7640,0.8247,0.4007,0.6693,0.0890,-0.4120,0.7835,0.1878,-0.1125,0.0722,0.1500
1,a32,-0.4744,0.0066,-0.8684,-0.5568,-0.4944,-0.0953,-0.4447,-0.4741,0.4675,0.7123,0.8533,0.4241,0.6137,0.0990,-0.3947,0.7873,0.1878,-0.1962,0.0814,0.1399
1,a33,-0.4825,0.0453,-0.9469,-0.5826,-0.4544,-0.1073,-0.4798,-0.4938,0.4679,0.7351,0.8850,0.4452,0.6450,0.0502,-0.4185,0.8245,0.2068,-0.1824,0.0890,0.1579
1,a34,-0.4020,-0.0355,-0.9670,-0.6036,-0.5215,-0.1123,-0.4800,-0.4235,0.4572,0.7897,0.8519,0.3743,0.6693,0.0164,-0.4073,0.7652,0.2757,-0.1847,0.0987,0.2507
1,a35,-0.4409,0.0298,-0.8795,-0.5798,-0.4185,-0.1159,-0.4046,-0.4895,0.4741,0.7138,0.8033,0.4404,0.5731,-0.0131,-0.3831,0.7864,0.1524,-0.1901,0.1106,0.2026
1,a36,-0.5028,0.0394,-0.8033,-0.5514,-0.4614,-0.0860,-0.4136,-0.4951,0.4080,0.7526,0.8876,0.4057,0.6535,-0.0088,-0.4510,0.8490,0.1722,-0.1377,0.0578,0.0952
1,a37,-0.4456,0.0035,-0.9312,-0.5755,-0.4135,-0.1510,-0.4257,-0.5553,0.4151,0.7701,0.8195,0.3909,0.6186,0.0569,-0.3882,0.7836,0.2754,-0.2051,0.1362,0.2412
1,a38,-0.4971,0.0344,-0.8954,-0.5780,-0.3897,-0.1131,-0.4343,-0.5360,0.4733,0.7944,0.8062,0.4571,0.6783,0.0437,-0.4476,0.7010,0.2463,-0.2042,0.0692,0.1594
1,a39,-0.3424,0.0998,-0.9267,-0.5119,-0.3556,-0.1252,-0.3634,-0.5153,0.4372,0.7401,0.8079,0.3557,0.6590,0.0528,-0.4119,0.7597,0.1160,-0.1564,0.0225,0.0183
1,a40,-0.4997,0.0527,-0.8528,-0.5361,-0.4148,-0.1113,-0.4172,-0.5588,0.4175,0.6995,0.7826,0.4088,0.5244,0.0265,-0.4131,0.7633,0.2587,-0.0952,0.0857,0.2720
1,a41,-0.4227,0.0106,-0.8349,-0.5720,-0.4452,-0.1328,-0.3735,-0.4939,0.4682,0.6928,0.7869,0.4148,0.5407,0.0469,-0.3970,0.7234,0.1705,-0.1629,0.1011,0.2345
1,a42,-0.4801,0.0519,-0.8420,-0.5551,-0.4369,-0.0951,-0.4351,-0.5262,0.4765,0.7111,0.7688,0.4197,0.5704,0.0679,-0.4170,0.6806,0.2230,-0.1389,0.1006,0.2068
1,a43,-0.3794,0.0519,-0.9157,-0.5246,-0.3506,-0.0846,-0.3711,-0.4535,0.3969,0.6990,0.7993,0.3050,0.5676,0.0559,-0.4405,0.7163,0.2322,-0.0656,-0.0011,0.1415
1,a44,-0.4836,-0.0182,-0.8852,-0.5216,-0.4733,-0.0608,-0.4276,-0.4139,0.4155,0.7387,0.7897,0.3803,0.6158,0.0219,-0.3748,0.7144,0.2170,-0.2034,0.1071,0.2302
1,a45,-0.4921,-0.0509,-0.8149,-0.5602,-0.4251,-0.1463,-0.3294,-0.4866,0.4207,0.7401,0.7644,0.4190,0.5651,0.0641,-0.3800,0.7195,0.2256,-0.1745,0.0503,0.2484
1,a46,-0.4711,0.0469,-0.9976,-0.6099,-0.4818,-0.1086,-0.5506,-0.5031,0.4533,0.7620,0.8680,0.4265,0.6135,0.0605,-0.4058,0.7916,0.2565,-0.1078,0.1533,0.2222
1,a47,-0.4085,0.0298,-0.9051,-0.5241,-0.3822,-0.1229,-0.3785,-0.5194,0.4449,0.7589,0.7627,0.3733,0.6041,0.0108,-0.4255,0.6984,0.2138,-0.1727,0.0710,0.2377
1,a48,-0.4125,0.0373,-0.9751,-0.5430,-0.3489,-0.1281,-0.3948,-0.5125,0.4551,0.7523,0.7709,0.3837,0.5982,0.0097,-0.3980,0.7085,0.2264,-0.1198,0.0650,0.1908
1,a49,-0.4476,-0.0093,-0.9142,-0.5372,-0.4650,-0.1169,-0.4200,-0.4832,0.4431,0.7244,0.8139,0.3710,0.5930,0.0848,-0.3780,0.7999,0.1862,-0.1360,0.0887,0.1835
1,a50,-0.4381,0.0985,-0.8526,-0.5756,-0.4886,-0.0532,-0.4994,-0.4587,0.4177,0.7185,0.8055,0.3965,0.6233,0.0198,-0.4079,0.7954,0.1042,-0.0948,0.0989,0.1747
1,a51,-0.4644,0.0294,-0.8744,-0.5810,-0.4287,-0.1238,-0.3980,-0.4895,0.4861,0.7254,0.7945,0.4373,0.5957,-0.0012,-0.4399,0.7335,0.1686,-0.1288,0.1090,0.2086
1,a52,-0.4314,0.0472,-0.9685,-0.6609,-0.4390,-0.1290,-0.5127,-0.5167,0.4920,0.7756,0.9158,0.4113,0.7059,0.0401,-0.3875,0.8310,0.2062,-0.1538,0.1164,0.0812
1,a53,-0.3681,0.0859,-0.9194,-0.5297,-0.3634,-0.1264,-0.3887,-0.5400,0.4286,0.7450,0.8408,0.3345,0.6426,0.0408,-0.4515,0.7881,0.1774,-0.1731,0.0308,0.1500
1,a54,-0.5388,0.0004,-0.8192,-0.5577,-0.4899,-0.1052,-0.4219,-0.5053,0.4392,0.8090,0.7983,0.4147,0.6595,0.0382,-0.4512,0.7434,0.2442,-0.1549,0.0919,0.1864
1,a55,-0.4628,0.0359,-0.8618,-0.5915,-0.4864,-0.1231,-0.4504,-0.5203,0.4397,0.7378,0.8744,0.3944,0.6487,0.0394,-0.4183,0.7808,0.2364,-0.1276,0.0956,0.1688
1,a56,-0.4147,0.0756,-0.8383,-0.6113,-0.4545,-0.1365,-0.4265,-0.5406,0.4280,0.7742,0.7670,0.3831,0.6270,0.0370,-0.4495,0.6891,0.2795,-0.1819,0.1381,0.2568
1,a57,-0.3865,0.1201,-0.8741,-0.5687,-0.4673,-0.1221,-0.4531,-0.5447,0.4255,0.6876,0.8078,0.3847,0.5495,0.0596,-0.3718,0.7427,0.2141,-0.2097,0.1532,0.2560
1,a58,-0.4967,0.0037,-0.9442,-0.6135,-0.5138,-0.1100,-0.4987,-0.4586,0.4531,0.7857,0.8629,0.4216,0.6895,0.0614,-0.4336,0.7957,0.2586,-0.1167,0.1010,0.1599
1,a59,-0.4941,0.0105,-0.9026,-0.5563,-0.4873,-0.1234,-0.4580,-0.5268,0.4640,0.7679,0.9421,0.3791,0.7074,0.0495,-0.4222,0.8375,0.2314,-0.1134,0.0528,0.0578
1,a60,-0.4377,0.0559,-0.8550,-0.5779,-0.4024,-0.1205,-0.3997,-0.5255,0.4323,0.7879,0.8255,0.3856,0.6673,0.0260,-0.4503,0.8256,0.1605,-0.1758,0.0697,0.1113
1,a61,-0.3393,0.1387,-0.9178,-0.5772,-0.3899,-0.0814,-0.4412,-0.4687,0.4034,0.6979,0.8383,0.3552,0.6511,0.0509,-0.4427,0.7083,0.1896,-0.1689,0.1036,0.0835
1,a62,-0.4512,0.0587,-0.9372,-0.6116,-0.4002,-0.1451,-0.4404,-0.5431,0.4489,0.7075,0.8733,0.3796,0.5817,0.0272,-0.4341,0.7817,0.2520,-0.0226,0.1375,0.1537
1,a63,-0.3341,0.1144,-0.9286,-0.6483,-0.3863,-0.1565,-0.4340,-0.5474,0.4198,0.7717,0.7893,0.3727,0.6328,0.0256,-0.4107,0.7589,0.2299,-0.1422,0.0639,0.2290
1,a64,-0.4563,0.0286,-0.8664,-0.5795,-0.4588,-0.1077,-0.4177,-0.4704,0.4233,0.7696,0.8294,0.4096,0.6527,0.0452,-0.4319,0.8090,0.2028,-0.2513,0.1038,0.1713
1,a65,-0.4127,0.0597,-0.9079,-0.5427,-0.4330,-0.0922,-0.4195,-0.4611,0.3855,0.7501,0.8105,0.3190,0.6477,0.0793,-0.4426,0.7424,0.1567,-0.1959,0.1745,0.1820
1,a66,-0.5025,0.0377,-0.9034,-0.6073,-0.4046,-0.1206,-0.4593,-0.5440,0.4245,0.7132,0.9012,0.4062,0.5908,0.0747,-0.3670,0.8062,0.2779,-0.1708,0.1009,0.1762
1,a67,-0.4567,-0.0057,-0.8401,-0.5567,-0.4297,-0.1322,-0.3729,-0.5147,0.4470,0.7733,0.7743,0.3853,0.6265,-0.0039,-0.4678,0.7764,0.1962,-0.1378,0.1038,0.2200
1,a68,-0.4777,0.0303,-0.8836,-0.5609,-0.4201,-0.0894,-0.4385,-0.4940,0.4558,0.7816,0.7527,0.3806,0.6240,0.0255,-0.3974,0.6848,0.2356,-0.1338,0.0729,0.2141
1,a69,-0.5158,0.0044,-0.8331,-0.5515,-0.4060,-0.0988,-0.3946,-0.5118,0.3795,0.7317,0.8684,0.3687,0.6348,0.0648,-0.4224,0.8176,0.1859,-0.1275,0.0556,0.1607
1,a70,-0.4783,0.0066,-0.8851,-0.5344,-0.4555,-0.0652,-0.4524,-0.4581,0.5129,0.7469,0.7143,0.4659,0.5823,0.0549,-0.3747,0.6390,0.1962,-0.2185,0.1012,0.2084
1,a71,-0.4742,-0.0360,-0.9076,-0.5901,-0.4299,-0.1305,-0.4160,-0.4961,0.4589,0.7346,0.8763,0.3933,0.6329,0.0737,-0.4326,0.8327,0.1793,-0.0826,0.0862,0.1226
1,a72,-0.4691,-0.0174,-0.8531,-0.5154,-0.5162,-0.0647,-0.4651,-0.4690,0.4499,0.7444,0.8612,0.3548,0.6366,0.0099,-0.4649,0.7508,0.2550,-0.1692,0.1712,0.1693
1,a73,-0.5067,-0.0245,-0.8946,-0.5293,-0.5199,-0.1122,-0.4366,-0.4777,0.4633,0.7788,0.8345,0.4100,0.6780,-0.0053,-0.4361,0.7968,0.2003,-0.1469,0.0962,0.2170
1,a74,-0.4571,-0.0171,-0.8248,-0.5066,-0.4102,-0.1101,-0.3476,-0.5033,0.5171,0.7001,0.8079,0.4188,0.6053,0.0106,-0.4150,0.6129,0.2384,-0.2528,0.1119,0.1447
1,a75,-0.4200,-0.0015,-1.0110,-0.5636,-0.3955,-0.1216,-0.4239,-0.4648,0.4950,0.7563,0.8195,0.3858,0.6251,-0.0350,-0.4147,0.7049,0.2511,-0.1484,0.1113,0.2273
1,a76,-0.4403,-0.0101,-0.8965,-0.5623,-0.4307,-0.1193,-0.4055,-0.4885,0.4408,0.7390,0.8057,0.3829,0.5941,0.0676,-0.3767,0.7624,0.1906,-0.2041,0.1124,0.2204
1,a77,-0.4839,0.0256,-0.8602,-0.5533,-0.4477,-0.1232,-0.4371,-0.5643,0.4598,0.7089,0.8794,0.4219,0.6252,0.0714,-0.4062,0.8107,0.1927,-0.1848,0.1178,0.1443
1,a78,-0.4251,0.0222,-0.8204,-0.4840,-0.3746,-0.0966,-0.3289,-0.5013,0.4130,0.7440,0.8310,0.3307,0.6714,-0.0075,-0.4146,0.7431,0.1357,-0.1511,-0.0049,0.0815
1,a79,-0.4279,0.0611,-0.9517,-0.5386,-0.4045,-0.1059,-0.4261,-0.4889,0.4338,0.7681,0.8828,0.3312,0.6528,0.0365,-0.4600,0.8458,0.2296,-0.2364,0.0680,0.1676
1,a80,-0.4431,0.0687,-0.8403,-0.5616,-0.4217,-0.1011,-0.4097,-0.5113,0.4176,0.7183,0.7444,0.4148,0.5567,0.0481,-0.4309,0.6741,0.2319,-0.1410,0.0986,0.2512
1,a81,-0.4522,0.0201,-0.9020,-0.6038,-0.4656,-0.1300,-0.4398,-0.4933,0.4735,0.7672,0.8520,0.3943,0.6557,0.0380,-0.4404,0.7741,0.2138,-0.1225,0.0750,0.1811
1,a82,-0.4077,0.0757,-0.9212,-0.5452,-0.3782,-0.1267,-0.4014,-0.5329,0.4305,0.7719,0.8232,0.3650,0.6050,-0.0426,-0.4744,0.7372,0.2722,-0.1735,0.0966,0.2410
1,a83,-0.4472,-0.0079,-0.8637,-0.5645,-0.4289,-0.1350,-0.3929,-0.5263,0.4547,0.7713,0.7174,0.4125,0.5836,0.0572,-0.4532,0.6380,0.2406,-0.1630,0.1623,0.2956
1,a84,-0.3879,0.0269,-0.9111,-0.5440,-0.4404,-0.1078,-0.4113,-0.4702,0.4571,0.8045,0.8891,0.3825,0.7288,-0.0577,-0.4348,0.8250,0.2189,-0.2249,0.0152,0.0498
1,a85,-0.3781,0.0307,-0.7975,-0.5193,-0.3449,-0.1136,-0.2994,-0.4997,0.4591,0.7393,0.7721,0.3274,0.6615,0.0059,-0.4178,0.7063,0.1231,-0.1613,-0.0483,0.0940
1,a86,-0.3564,0.0355,-0.9242,-0.5187,-0.3573,-0.1215,-0.3441,-0.4759,0.4390,0.7287,0.7641,0.3725,0.5869,0.0430,-0.4355,0.6846,0.1934,-0.2253,0.0706,0.1953
1,a87,-0.4323,-0.0113,-0.8431,-0.5409,-0.4523,-0.1020,-0.3734,-0.4464,0.4901,0.6755,0.8136,0.4296,0.5978,0.0595,-0.4330,0.7538,0.1173,-0.1543,0.0888,0.0962
1,a88,-0.3874,0.0473,-0.8086,-0.5358,-0.3764,-0.1240,-0.3245,-0.5092,0.4939,0.6962,0.8323,0.3925,0.6197,0.0081,-0.4128,0.7264,0.1575,-0.2545,0.0196,0.0917
1,a89,-0.4524,-0.0185,-0.8287,-0.5376,-0.4341,-0.1639,-0.3394,-0.5401,0.4371,0.7145,0.8202,0.3750,0.5675,0.0560,-0.4093,0.7418,0.2711,-0.1519,0.0950,0.1823
1,a90,-0.4306,-0.0085,-0.9398,-0.5565,-0.3994,-0.0969,-0.3969,-0.4320,0.4285,0.7528,0.8319,0.3539,0.6506,0.0664,-0.4147,0.7358,0.2037,-0.2060,0.0926,0.1475
1,a91,-0.3685,0.0764,-0.8857,-0.5679,-0.4037,-0.1673,-0.3762,-0.5625,0.4683,0.7284,0.8584,0.3767,0.6211,0.0640,-0.4033,0.7464,0.2262,-0.1619,0.0045,0.1124
1,a92,-0.4143,0.0593,-0.8339,-0.5610,-0.4423,-0.1247,-0.3964,-0.5284,0.3994,0.7897,0.8403,0.3423,0.7002,0.0085,-0.3893,0.7497,0.2101,-0.1841,0.0378,0.1424
1,a93,-0.5871,0.0014,-0.8763,-0.5666,-0.4785,-0.0899,-0.4992,-0.5295,0.5210,0.7789,0.8606,0.4318,0.6711,0.0377,-0.4056,0.6531,0.3128,-0.1299,0.0888,0.1691
1,a94,-0.5034,0.0356,-0.9174,-0.5089,-0.4108,-0.1240,-0.4240,-0.5645,0.4727,0.7790,0.8470,0.3944,0.6538,0.0228,-0.3693,0.8484,0.1637,-0.1761,0.0205,0.1514
1,a95,-0.5061,0.0472,-0.8062,-0.5160,-0.4651,-0.0914,-0.4085,-0.5249,0.4359,0.7335,0.8008,0.3983,0.6003,0.0430,-0.3976,0.7739,0.1929,-0.1429,0.0387,0.1660
1,a96,-0.4723,0.0394,-0.9582,-0.5919,-0.5665,-0.1207,-0.5125,-0.4633,0.4916,0.7744,0.8167,0.4197,0.6795,0.0643,-0.3265,0.7034,0.2316,-0.1444,0.1027,0.1979
1,a97,-0.4634,-0.0379,-0.9013,-0.5140,-0.4263,-0.1326,-0.3764,-0.5083,0.4963,0.7557,0.7784,0.4523,0.6288,0.0704,-0.4291,0.7062,0.2020,-0.1943,0.0739,0.1489
1,a98,-0.4315,0.0404,-0.9957,-0.5431,-0.4658,-0.1272,-0.4632,-0.4969,0.4421,0.7804,0.8783,0.3779,0.6641,0.0434,-0.4396,0.7824,0.2957,-0.1829,0.1239,0.1370
1,a99,-0.3375,0.0628,-0.9488,-0.5436,-0.3585,-0.1218,-0.3674,-0.4717,0.4669,0.7091,0.8321,0.3387,0.5754,0.0415,-0.4135,0.6978,0.2321,-0.2299,0.0631,0.1509
1,a100,-0.5059,-0.0012,-0.7837,-0.5394,-0.4969,-0.1013,-0.3941,-0.4964,0.4176,0.7893,0.8651,0.3596,0.7034,0.0078,-0.4021,0.8099,0.1790,-0.2104,0.0661,0.1374
